age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,depression_risk
1.5086039767075419,1,-0.32632349792152004,1,0.3019646709151324,-0.02060034236467322,-0.21618731389193582,0.35484614002174225,1,0.13283283636781074,0.27822630251228453,2
0.010982557077288645,1,1.01261250047995,2,-0.3853004794314439,-1.5558562096506299,-0.5736871714986558,-1.3491787352267326,2,1.120192868834194,0.6113516647156902,0
0.5101896969540397,0,-0.7726354973886768,2,0.7928683497341154,-0.7184439184037443,0.2664374938771358,1.2068585776459797,0,-0.8545271960985724,-1.0542751463013382,1
1.5086039767075419,0,1.706875610762194,3,-1.1707463655418164,-0.16016905757248726,-1.217186915190751,0.35484614002174225,2,1.4493128796563217,0.9444770269190959,2
-0.4882245827994624,0,-1.6156692741599725,3,2.560121593482455,-1.137150064027187,1.2853120880562867,1.5476635526956748,0,-1.512767217742828,-1.0542751463013382,1
0.5101896969540397,0,0.3679396123607238,1,-0.18893900790385054,1.6542242401290974,-0.03743738508857582,0.5252486275465899,1,0.46195284718993845,0.6113516647156902,2
0.5101896969540397,1,0.5663005010127932,2,-0.8762041582504269,0.9563806640900263,-1.5210617941564626,-1.0083737601770377,2,1.4493128796563217,1.6107277513259073,0
1.5086039767075419,0,0.6654809453388281,1,-0.0907582721400543,-0.7184439184037443,-0.4843122070969754,-0.1563613225528002,0,0.7910728580120662,0.6113516647156902,0
-0.9874317226762135,0,-1.3181279411818683,2,0.596506878206522,0.39810580325876954,1.0708121734922553,0.5252486275465899,1,-1.1836472069207002,-1.0542751463013382,1
-0.4882245827994624,1,1.5581049442731414,0,-1.8580115158883928,0.816811948882212,-1.5925617656778066,-1.5195812227515804,2,1.4493128796563217,0.9444770269190959,0
1.5086039767075419,1,-1.0701768303667811,0,0.6946876139703191,1.6542242401290974,0.4988124013215034,-1.689983710276428,0,-0.19628717445431698,-0.3880244218945268,1
-0.4882245827994624,0,0.46712005668675877,1,-0.18893900790385054,1.3750868097134694,-0.9490620219857114,-1.1787762477018855,2,0.7910728580120662,0.6113516647156902,0
-0.4882245827994624,0,-0.9214061638777289,1,0.3019646709151324,0.11896837284314114,1.2853120880562867,-0.8379712726521903,2,-1.1836472069207002,-1.3874005085047438,1
0.5101896969540397,1,-0.6238648308996243,1,0.20378393515133617,0.9563806640900263,0.08768756507377579,-0.1563613225528002,0,-0.5254071852764447,-0.3880244218945268,1
0.010982557077288645,0,0.169578723708654,3,-0.3853004794314439,0.2585370880509552,0.4273124298001594,0.014041164972047288,0,-0.5254071852764447,-0.7211497840979325,1
-0.4882245827994624,1,-0.2767332757585026,3,0.4983261424427258,0.2585370880509552,-0.019562392208240215,-1.1787762477018855,1,0.13283283636781074,-0.3880244218945268,1
1.0093968368307908,1,-1.1693572746928158,3,1.2837720285530982,-1.2767187792350012,1.231687109415279,0.5252486275465899,0,-1.512767217742828,-1.3874005085047438,1
0.5101896969540397,1,-1.1197670525297985,1,0.4983261424427258,-1.2767187792350012,0.9993122019709114,0.35484614002174225,0,-0.5254071852764447,-0.3880244218945268,1
-0.9874317226762135,1,-0.2767332757585026,2,0.6946876139703191,0.11896837284314114,0.2843124867574714,-0.6675687851273427,2,-0.19628717445431698,-1.0542751463013382,2
0.010982557077288645,0,0.9134320561539152,0,-0.5816619509590373,-0.7184439184037443,-1.4495618226351186,-1.689983710276428,0,1.4493128796563217,0.9444770269190959,0
1.0093968368307908,1,1.4093342777840892,1,-0.5816619509590373,-1.5558562096506299,-1.1993119223104147,-1.3491787352267326,2,1.4493128796563217,1.6107277513259073,2
1.0093968368307908,1,-1.417308385507903,3,0.9892298212617088,0.816811948882212,0.6060623586035194,-0.32676381007764765,2,-1.1836472069207002,-1.3874005085047438,1
-0.9874317226762135,0,-0.32632349792152004,3,1.087410557025505,-1.5558562096506299,1.481937009739983,-1.1787762477018855,0,-0.5254071852764447,-0.3880244218945268,1
0.010982557077288645,1,-1.3677181633448854,1,1.087410557025505,0.39810580325876954,0.4809374084411678,-0.32676381007764765,0,-0.8545271960985724,-0.7211497840979325,1
0.5101896969540397,0,-1.66525949632299,1,0.4983261424427258,0.11896837284314114,1.4998120026203186,0.5252486275465899,0,-1.512767217742828,-1.3874005085047438,1
-1.4866388625529645,0,0.5663005010127932,3,-0.8762041582504269,1.6542242401290974,-0.8060620789430234,0.18444365249689496,0,0.7910728580120662,0.27822630251228453,2
0.010982557077288645,0,0.3679396123607238,2,-1.2689271013056127,-0.02060034236467322,-0.1983123210116002,-0.8379712726521903,1,0.46195284718993845,-0.054899059691121126,2
-0.9874317226762135,1,-1.1693572746928158,3,1.8728564431358776,-1.4162874944428157,1.3568120595776305,-0.4971662976024953,2,-1.1836472069207002,-1.3874005085047438,1
1.0093968368307908,0,-0.9214061638777289,3,1.1855912927893022,0.2585370880509552,0.3915624440394874,0.35484614002174225,1,-0.5254071852764447,-0.3880244218945268,1
0.5101896969540397,0,-1.6156692741599725,1,0.10560319938753905,1.235518094505655,0.5703123728428474,1.2068585776459797,1,-1.512767217742828,-1.3874005085047438,1
0.010982557077288645,1,1.1613831669690022,2,-1.5634693085970033,1.7937929553369119,-1.5925617656778066,0.8660536025962848,2,1.120192868834194,0.9444770269190959,0
-1.4866388625529645,0,1.6572853885991763,3,-0.7780234224866297,-0.16016905757248726,-0.8954370433447031,0.18444365249689496,1,0.7910728580120662,0.6113516647156902,2
-1.4866388625529645,0,-1.2685377190188507,3,0.9892298212617088,-0.57887520319593,1.6070619599023346,-0.4971662976024953,0,-1.1836472069207002,-1.0542751463013382,1
-0.4882245827994624,0,-0.9214061638777289,0,0.4001454066789287,1.5146555249212832,-0.10893735660991982,-0.4971662976024953,0,-0.5254071852764447,-0.3880244218945268,1
-0.4882245827994624,0,1.3101538334580543,1,-1.956192251652189,-0.9975813488193728,-0.6273121501396635,1.3772610651708275,0,1.120192868834194,0.9444770269190959,0
1.5086039767075419,0,1.5085147221101243,0,-0.8762041582504269,0.39810580325876954,-0.966937014866047,-1.5195812227515804,0,1.4493128796563217,1.6107277513259073,0
-0.9874317226762135,1,-0.2767332757585026,0,0.4001454066789287,-0.2997377727803016,0.2664374938771358,1.7180660402205221,2,-0.8545271960985724,-0.7211497840979325,1
0.010982557077288645,0,-1.5164888298339378,3,1.7746757073720814,-1.5558562096506299,1.1423121450135987,0.5252486275465899,0,-1.512767217742828,-1.3874005085047438,1
0.010982557077288645,0,-1.5660790519969554,1,1.8728564431358776,-0.439306487988116,1.195937123654607,0.6956511150714372,2,-1.512767217742828,-1.3874005085047438,1
1.5086039767075419,1,0.2687591680346889,2,0.8910490854979116,-0.7184439184037443,-0.12681234949025622,-1.5195812227515804,2,0.46195284718993845,0.27822630251228453,1
1.0093968368307908,1,-0.32632349792152004,3,0.20378393515133617,0.6772432336743982,0.4273124298001594,0.35484614002174225,2,-0.5254071852764447,-0.3880244218945268,1
1.0093968368307908,1,-1.6156692741599725,2,1.3819527643168945,1.6542242401290974,1.4283120310989745,0.014041164972047288,2,-1.512767217742828,-1.3874005085047438,1
1.5086039767075419,0,0.31834939019770614,2,-0.6798426867228335,-0.7184439184037443,-1.2350619080710867,-1.3491787352267326,1,1.120192868834194,1.2776023891225017,0
